Country,Country code,State,State code,State type,Year,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
India,IND,Bihar,BR,state,2019,Power sector emissions,Fuel,Gas,ktCO2,0.0,,
India,IND,Bihar,BR,state,2019,Power sector emissions,Fuel,Hydro,ktCO2,0.42,,
India,IND,Bihar,BR,state,2019,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,,
India,IND,Bihar,BR,state,2019,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,,
India,IND,Bihar,BR,state,2019,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,,
India,IND,Bihar,BR,state,2019,Power sector emissions,Fuel,Solar,ktCO2,8.33,,
India,IND,Bihar,BR,state,2019,Power sector emissions,Fuel,Wind,ktCO2,0.0,,
India,IND,Bihar,BR,state,2019,Power sector emissions,Total,Total emissions,ktCO2,28764.23,,
India,IND,Bihar,BR,state,2020,Capacity,Aggregate fuel,Clean,MW,352.81,11.56,3.39
India,IND,Bihar,BR,state,2020,Capacity,Aggregate fuel,Fossil,MW,6390.0,0.0,0.0
India,IND,Bihar,BR,state,2020,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2020,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,195.4,3.5,1.82
India,IND,Bihar,BR,state,2020,Capacity,Aggregate fuel,Renewables,MW,352.81,11.56,3.39
India,IND,Bihar,BR,state,2020,Capacity,Aggregate fuel,Wind and Solar,MW,157.41,8.06,5.4
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Bioenergy,MW,124.7,3.5,2.89
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Coal,MW,6390.0,0.0,0.0
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Gas,MW,0.0,0.0,
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Hydro,MW,70.7,0.0,0.0
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Other Renewables,MW,0.0,0.0,
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Solar,MW,157.41,8.06,5.4
India,IND,Bihar,BR,state,2020,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Clean,%,0.97,,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Fossil,%,99.02,,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.46,,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Renewables,%,0.97,,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,%,0.51,,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Clean,GWh,320.46,-139.16,-30.28
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Fossil,GWh,32460.22,-2532.13,-7.24
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,153.75,-132.28,-46.25
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Renewables,GWh,320.46,-139.16,-30.28
India,IND,Bihar,BR,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,GWh,166.71,-6.88,-3.96
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Bioenergy,%,0.33,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Coal,%,99.02,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Hydro,%,0.13,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Solar,%,0.51,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Bioenergy,GWh,109.74,-158.74,-59.13
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Coal,GWh,32460.22,-2532.13,-7.24
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Hydro,GWh,44.01,26.46,150.77
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Solar,GWh,166.71,-6.88,-3.96
India,IND,Bihar,BR,state,2020,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2020,Electricity generation,Total,Total Generation,GWh,32780.68,-2671.29,-7.53
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Clean,%,34.3,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Fossil,%,26617.38,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,26.3,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Renewables,%,34.3,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,%,8.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Clean,ktCO2,34.3,-36.2,-51.35
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Fossil,ktCO2,26617.38,-2076.35,-7.24
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,26.3,-35.87,-57.7
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Renewables,ktCO2,34.3,-36.2,-51.35
India,IND,Bihar,BR,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,8.0,-0.33,-3.96
India,IND,Bihar,BR,state,2020,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,813.03,1.67,0.21
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Bioenergy,%,25.24,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Coal,%,26617.38,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Hydro,%,1.06,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Solar,%,8.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Bioenergy,ktCO2,25.24,-36.51,-59.13
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Coal,ktCO2,26617.38,-2076.35,-7.24
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Hydro,ktCO2,1.06,0.64,152.38
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Solar,ktCO2,8.0,-0.33,-3.96
India,IND,Bihar,BR,state,2020,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2020,Power sector emissions,Total,Total emissions,ktCO2,26651.68,-2112.55,-7.34
India,IND,Bihar,BR,state,2021,Capacity,Aggregate fuel,Clean,MW,386.97,34.16,9.68
India,IND,Bihar,BR,state,2021,Capacity,Aggregate fuel,Fossil,MW,7960.0,1570.0,24.57
India,IND,Bihar,BR,state,2021,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2021,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,196.4,1.0,0.51
India,IND,Bihar,BR,state,2021,Capacity,Aggregate fuel,Renewables,MW,386.97,34.16,9.68
India,IND,Bihar,BR,state,2021,Capacity,Aggregate fuel,Wind and Solar,MW,190.57,33.16,21.07
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Bioenergy,MW,125.7,1.0,0.8
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Coal,MW,7960.0,1570.0,24.57
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Gas,MW,0.0,0.0,
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Hydro,MW,70.7,0.0,0.0
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Other Renewables,MW,0.0,0.0,
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Solar,MW,190.57,33.16,21.07
India,IND,Bihar,BR,state,2021,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Clean,%,0.46,,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Fossil,%,99.54,,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.09,,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Renewables,%,0.46,,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Wind and Solar,%,0.37,,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Clean,GWh,189.01,-131.45,-41.02
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Fossil,GWh,41197.35,8737.13,26.92
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,35.58,-118.17,-76.86
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Renewables,GWh,189.01,-131.45,-41.02
India,IND,Bihar,BR,state,2021,Electricity generation,Aggregate fuel,Wind and Solar,GWh,153.43,-13.28,-7.97
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Bioenergy,%,0.08,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Coal,%,99.54,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Hydro,%,0.01,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Solar,%,0.37,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Bioenergy,GWh,31.07,-78.67,-71.69
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Coal,GWh,41197.35,8737.13,26.92
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Hydro,GWh,4.51,-39.5,-89.75
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Solar,GWh,153.43,-13.28,-7.97
India,IND,Bihar,BR,state,2021,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2021,Electricity generation,Total,Total Generation,GWh,41386.36,8605.68,26.25
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Clean,%,14.62,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Fossil,%,33781.83,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.26,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Renewables,%,14.62,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Wind and Solar,%,7.36,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Clean,ktCO2,14.62,-19.68,-57.38
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Fossil,ktCO2,33781.83,7164.45,26.92
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,7.26,-19.04,-72.4
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Renewables,ktCO2,14.62,-19.68,-57.38
India,IND,Bihar,BR,state,2021,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,7.36,-0.64,-8.0
India,IND,Bihar,BR,state,2021,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,816.61,3.58,0.44
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Bioenergy,%,7.15,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Coal,%,33781.83,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Hydro,%,0.11,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Solar,%,7.36,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Bioenergy,ktCO2,7.15,-18.09,-71.67
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Coal,ktCO2,33781.83,7164.45,26.92
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Hydro,ktCO2,0.11,-0.95,-89.62
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Solar,ktCO2,7.36,-0.64,-8.0
India,IND,Bihar,BR,state,2021,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2021,Power sector emissions,Total,Total emissions,ktCO2,33796.45,7144.77,26.81
India,IND,Bihar,BR,state,2022,Capacity,Aggregate fuel,Clean,MW,389.61,2.64,0.68
India,IND,Bihar,BR,state,2022,Capacity,Aggregate fuel,Fossil,MW,8400.0,440.0,5.53
India,IND,Bihar,BR,state,2022,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2022,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,196.72,0.32,0.16
India,IND,Bihar,BR,state,2022,Capacity,Aggregate fuel,Renewables,MW,389.61,2.64,0.68
India,IND,Bihar,BR,state,2022,Capacity,Aggregate fuel,Wind and Solar,MW,192.89,2.32,1.22
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Bioenergy,MW,126.02,0.32,0.25
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Coal,MW,8400.0,440.0,5.53
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Gas,MW,0.0,0.0,
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Hydro,MW,70.7,0.0,0.0
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Other Renewables,MW,,,
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Solar,MW,192.89,2.32,1.22
India,IND,Bihar,BR,state,2022,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Clean,%,0.5,,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Fossil,%,99.51,,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.18,,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Renewables,%,0.5,,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Wind and Solar,%,0.32,,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Clean,GWh,264.35,75.34,39.86
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Fossil,GWh,54060.14,12862.79,31.22
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,93.13,57.55,161.75
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Renewables,GWh,264.35,75.34,39.86
India,IND,Bihar,BR,state,2022,Electricity generation,Aggregate fuel,Wind and Solar,GWh,171.22,17.79,11.59
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Bioenergy,%,0.15,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Coal,%,99.51,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Hydro,%,0.03,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Solar,%,0.32,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Bioenergy,GWh,78.97,47.9,154.17
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Coal,GWh,54060.14,12862.79,31.22
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Hydro,GWh,14.16,9.65,213.97
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Solar,GWh,171.22,17.79,11.59
India,IND,Bihar,BR,state,2022,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2022,Electricity generation,Total,Total Generation,GWh,54324.49,12938.13,31.26
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Clean,%,26.72,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Fossil,%,44329.32,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,18.5,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Renewables,%,26.72,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,8.22,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,26.72,12.1,82.76
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,44329.32,10547.49,31.22
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,18.5,11.24,154.82
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,26.72,12.1,82.76
India,IND,Bihar,BR,state,2022,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,8.22,0.86,11.68
India,IND,Bihar,BR,state,2022,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,816.5,-0.11,-0.01
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Bioenergy,%,18.16,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Coal,%,44329.32,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Hydro,%,0.34,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Solar,%,8.22,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Bioenergy,ktCO2,18.16,11.01,153.99
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Coal,ktCO2,44329.32,10547.49,31.22
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Hydro,ktCO2,0.34,0.23,209.09
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Solar,ktCO2,8.22,0.86,11.68
India,IND,Bihar,BR,state,2022,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Bihar,BR,state,2022,Power sector emissions,Total,Total emissions,ktCO2,44356.04,10559.59,31.24
India,IND,Bihar,BR,state,2023,Capacity,Aggregate fuel,Clean,MW,420.26,30.65,7.87
India,IND,Bihar,BR,state,2023,Capacity,Aggregate fuel,Fossil,MW,9060.0,660.0,7.86
India,IND,Bihar,BR,state,2023,Capacity,Aggregate fuel,Gas and Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2023,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,196.72,0.0,0.0
India,IND,Bihar,BR,state,2023,Capacity,Aggregate fuel,Renewables,MW,420.26,30.65,7.87
India,IND,Bihar,BR,state,2023,Capacity,Aggregate fuel,Wind and Solar,MW,223.54,30.65,15.89
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Bioenergy,MW,126.02,0.0,0.0
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Coal,MW,9060.0,660.0,7.86
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Gas,MW,0.0,0.0,
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Hydro,MW,70.7,0.0,0.0
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Other Fossil,MW,0.0,0.0,
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Other Renewables,MW,,,
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Solar,MW,223.54,30.65,15.89
India,IND,Bihar,BR,state,2023,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Clean,%,0.58,,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Fossil,%,99.42,,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.26,,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Renewables,%,0.58,,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Wind and Solar,%,0.32,,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Clean,GWh,335.27,70.92,26.83
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Fossil,GWh,57364.11,3303.97,6.11
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,152.02,58.89,63.23
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Renewables,GWh,335.27,70.92,26.83
India,IND,Bihar,BR,state,2023,Electricity generation,Aggregate fuel,Wind and Solar,GWh,183.25,12.03,7.03
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Bioenergy,%,0.25,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Coal,%,99.42,,
India,IND,Bihar,BR,state,2023,Electricity generation,Fuel,Gas,%,0.0,,
